report_date,col49,col57,col85,col93,col129,col137,col153,col161,col169,col181,col189,col201,col209,col221,col465,col513,col521,col529,col545,col553,col561,col585,col593,col609,col793,col1029,col1037,col1045,col1061,col1070,col1170,col1174,col1273,col1445,col1454,col1647
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965970f-ef35-47ce-9c37-32ed3b0b7427,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19bada22-21b7-4824-9317-ce498bf89e96,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19dff5c4-218f-436a-bf8a-b35acbea6f28,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ac8a684-c7f3-4b73-9d49-eee7c9ae7ea6,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b147f1c-66d8-4245-8d8e-8e3253ddf560,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bfc7fca-fd17-43a4-9085-90ffc86b4217,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cb6ff66-9dc9-4756-82af-7c462d39693b,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cfabb09-429d-43a4-a5a3-cb16979c8e47,
2022-11-01,,,,,,,,,,,,,,https://samolet.ru/account/login/?next=/account/flats/165351,filter_price_asc,page_load,Chrome,Android,/spb/project/astrid/,https://samolet.ru/spb/project/,email,Russia,St.-Petersburg,,,,,,,,,,1,,1db2162a-a9e4-ec11-b822-005056b8a6c4,
2023-01-01,https://samolet.ru/project/,projects_page,,,,,,,,,,,,https://samolet.ru/?utm_source=yandex_search&utm_medium=cpc&utm_campaign=samolet_live_yd_s_brand_samoletgroup_search_search_samolet_text_rf_33~zdu5nzk0|70309585&utm_term=%D1%81%D0%B0%D0%BC%D0%BE%D0%BB%D0%B5%D1%82&utm_content=41118328791_41118328791|cid|70309585|gid|4794559256|aid|11618730943|adp|no|pos|premium1|src|search_none|dvc|mobile|reg|973|text_top&calltouch_tm=yd_c:70309585_gb:4794559256_ad:11618730943_ph:41118328791_st:search_pt:premium_p:1_s:none_dt:mobile_reg:973_ret:41118328791_apt:none&_openstat=ZGlyZWN0LnlhbmRleC5ydTs3MDMwOTU4NTsxMTYxODczMDk0Mzt5YW5kZXgucnU6cHJlbWl1bQ&yclid=8501193871075049471,,page_load,Chrome,Other,/purchase/installment/,https://samolet.ru/account/flats/119756,cpc,Russia,Khanty-Mansia,Yandex,,,,,,,,,,,1e294664-8b56-ed11-b822-005056b8a6c4,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1eaa0d13-b8a0-4e07-aa1a-92ac242aed90,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205d707a-4f9e-42b8-9e62-104f56c7d392,Продает квартиру
2022-08-01,,,,,,,,,,,,,,,,page_load,Chrome,Other,/,,,Russia,Moscow,,6da279e4-2805-ea11-80ed-005056b8d207,,,,,,2.0,,СТИЛОБАТ1,,215aa8e0-237e-4261-a38b-ec34957b37cb,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21b507d2-51d5-475f-ae1c-a7bfa80bc067,
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231c784f-294b-4aaf-8746-ac59f62d0595,
2021-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23d23d6c-d966-40c2-a2a2-44d37aeb0518,
2023-02-01,,,on,apt_furniture,flat-detail-aside,booking,Верейская 41,Параметры бронирования,Кипмоскоу,,,,,"https://samolet.ru/flats/?project=57&rooms=3,4",filter_price_asc,page_load,Chrome,Other,/project/verejskaya-41/,https://www.google.com/,,Russia,Moscow,Google,fab35ba8-af78-ec11-8121-005056b8d207,,fab35ba8-af78-ec11-8121-005056b8d207,project,form_ipoteka-2-99,,,,,,2414a0d7-0e5a-ed11-b822-005056b8a6d9,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24d8dd34-310b-4a21-9988-4a80f63a461d,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262cac94-d59f-47c1-af24-0b5983019a45,
2023-01-01,,,,,,,,,,,,,,,,page_load,Chrome,Other,/news/unikalnaya-rassrochka-na-vse-kladovye-pomesheniya/,https://click.mail.ru/,email,Russia,St.-Petersburg,,,,,,,,,,,,29eff6ae-d441-4f1d-a015-a1a39af31155,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b602c72-e3cb-4213-9768-02ea0ca04086,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bcdd2a4-7a6c-44a9-950d-531fa442f63a,
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bf41094-6d8b-4371-a4aa-56d990aaa77b,
2021-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c0e2095-7f57-4905-8a1e-4df9827de205,
2021-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c213cde-7a14-4ab3-8368-30cf4dd08c61,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c213cde-7a14-4ab3-8368-30cf4dd08c61,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c7f3538-b521-4b0b-b8b9-1b5a23e0de80,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303f5f69-d700-404d-873e-53f76224e97a,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310ab1d3-c990-4552-978d-90bd082cbf29,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31339100-c51d-4d8c-9b6a-37ac9f710f06,
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3242de2e-ba97-486c-bee8-54d4a798cf50,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32c01fbb-649c-ec11-b825-005056b81dee,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331e4ac6-e2c8-433d-9ced-78454af4b3c5,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33889481-05fd-4e46-93e2-3ca7b0502162,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33889481-05fd-4e46-93e2-3ca7b0502162,
2021-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37a0a11e-ecad-4158-b23b-9e857037b7de,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37f9ba44-eeeb-42f3-a4ff-f56a7cee75d9,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a606f03-e569-40db-9a1d-09438302cc5b,
2021-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ed46d8a-843e-4fed-af67-84bc1441d0f1,
2023-02-01,,,,,,,,,,,,,,https://samolet.ru/account/login/?next=/account/,filter_price_asc,page_load,Chrome,Other,/account/,,,Russia,St.-Petersburg,,,,,,,,,,,,3ef762d0-761c-ed11-b823-005056b8a72c,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400626ec-df04-448e-9c1f-0e392cd87008,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40b06abd-9407-4b55-8813-462b0e35dd77,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40f3ec86-d82d-4f03-987f-09f9999277ee,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42987a0c-4257-458c-9051-b61c7141f4a2,Тестовая сделка
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44706b92-1b94-49bf-ae66-625379902f28,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44b68786-cfb0-435c-8040-a3cac230de9d,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44e80d57-462f-4162-84ec-3c974cf612aa,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45aae4bb-99d4-4f89-8acf-c1ffe02cbad5,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470aa580-7fc1-4c2b-8f38-4e3ebcff349b,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473e6da1-87a7-4461-915b-f85917199154,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495b5e24-08e8-40e7-9fc4-ff50569ce3b4,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ab406a9-8e9c-ec11-b822-005056b8a72c,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f26f478-edf2-464b-a6d4-9b5fca754408,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50c3ee33-23a7-4655-a19e-a8f9c0dc37de,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50e001d9-8cb2-4c84-a415-5d3e8fc0c477,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514423c1-2115-4468-8fe1-46d4a742e959,
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52c4eb14-7bef-4747-a779-4dab2df92cfe,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53728f05-a088-4fa2-8b0b-945669625f0d,
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53ad3538-6acf-4524-bced-09389c45e825,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55c342ca-5222-4757-80d2-46dd972e4223,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57469672-598f-483b-8e8b-69f1abdb4b5a,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57b3bc04-43c7-4069-a676-65e82ceea9db,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59016384-02c3-4a2b-8240-08ab23c04e46,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4429c2-c3be-455e-abdd-84c04b0f7336,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e25cde5-048c-4d8b-b49f-63f4ff1860e8,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e6aff27-0430-4da1-adc9-67a0931892f3,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60f59d08-d4ec-4c35-b437-2644e4c69e35,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61389c9f-15d1-43ff-9946-f8e65d870496,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6257a75c-9386-4039-9f3b-f72ed2032a90,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634420bb-95c2-4992-88e1-3051b9f7ee20,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651e7094-b06a-46a7-8d00-5da97e7f8ce9,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6535dde7-0212-4ded-9a60-66a90e38dbdf,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66b2d06d-3594-480b-a595-53fda4b54ca9,
2021-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68259d63-953f-4e8d-b13f-898133269139,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68719781-6b71-452e-81c1-86d2976be714,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69b727e2-a039-4014-b370-c91af6672cb8,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e610e7-d5c2-ec11-b822-005056b8a6d9,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e610e7-d5c2-ec11-b822-005056b8a6d9,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a189547-5871-4e5e-93d1-bb71bfcce8b1,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a321a2a-259a-4a27-a2e2-3b403021d9c8,
2023-02-01,,,,,,,,,,,,,,https://samolet.ru/account/login/?next=/account/flats/119817,,page_load,Chrome,Android,/account/flats/119817,https://samolet.ru/account/login/?next=/account/flats/119817,cpc,Russia,St.-Petersburg,Yandex,,,,,,,,,,,6b447a46-b603-ed11-b823-005056b8a72c,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c679e77-3395-4b0e-92ab-312b845b4b57,
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d4a02e9-6f48-46b2-993f-a6d837c846b4,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d72c9f4-d580-4b95-856c-5c3891b5d647,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6db188f6-c5e5-4e5f-9bcc-c308198eb5e0,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6db188f6-c5e5-4e5f-9bcc-c308198eb5e0,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6dda3f9d-92a8-4fce-b167-28b78d77b302,
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e5dc585-8f6e-487a-801d-1a9a19ffa5ba,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f04077c-6051-4897-8766-52dcb2249b0a,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f84bb4e-c261-4ce3-8c85-060f95033592,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703d2105-ca1d-4967-b4f9-2108f15cfad9,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73c4dae9-0767-49b5-a1ff-6dabd8c78a37,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7421dbf3-d5fe-ec11-b824-005056b89b68,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7429c10f-c822-4a12-917f-0a3f1f30c3f8,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74b41386-44b5-4cfe-9f3a-40e392a226c1,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75b36bdc-bbb6-426b-9c8e-6518d893b7a3,
2022-10-01,,,,,flat-detail-aside,booking,Верейская 41,Успешная оплата,Азбука,,,,,https://samolet.ru/account/login/?next=/account/flats/152201,filter_price_asc,page_load,Chrome,Android,/account/login/,https://samolet.ru/account/login/?next=/account/flats/152201,cpc,Russia,Moscow,Yandex,fab35ba8-af78-ec11-8121-005056b8d207,,,,,,,,,,77957db4-290c-ed11-b826-005056b81dee,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77957db4-290c-ed11-b826-005056b81dee,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7868b73e-2240-4b1d-8ca6-c439b61bc6a0,Не устроили условия реализации
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791daca4-c74c-490e-8bc9-2e1a6a1f5d05,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b2bef19-6153-45c7-9395-5a64d2c9b966,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bab1c71-3781-48c4-8c86-994e50df2d7d,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bd774da-6374-4612-b45e-1c9276b5aa6b,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d9d9e62-9b67-4e4a-8ea8-fb351ef8a6d3,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dbf9f5c-ddf6-463a-89a0-b01a03293060,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f00d773-809f-42ca-b82e-d7d8f785f8a0,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f55302f-47df-ec11-b823-005056b825cd,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800654a3-91e2-4800-88e4-257f6ab69f40,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806de174-c9bb-4986-b10f-8df4ad5a96d8,
2021-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81e701d5-9e9f-4728-9913-ee48ad0b7e5f,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82ca7807-5437-47e9-af5d-7ceb37757ae3,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83125a2c-2996-41db-bf16-9f470e0dbf04,
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8381050d-6601-4c22-af36-7b22ad6f3c7b,
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84f327a1-42f9-492b-8e3f-e544da8107a9,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851d0247-d424-ed11-b824-005056b89b68,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87b883d2-ded1-4098-9497-52597d4d4f6d,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881629ee-faf4-4a9a-8e0e-517e1ab8eebc,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8923e3b6-0e36-40f5-8028-015425cd16df,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894888ed-f4af-4456-874a-f36ec3544ad0,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89eb9c50-4099-4a71-9025-1b7fbd763dbf,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a5cfdce-9892-42c6-ba94-82a7869e5a8b,
2022-10-01,,,,,contacts,Ипотека 2.9,Пятницкие Луга,Подтверждение номера,Перспектива 24 (федеральный),,,,,"https://samolet.ru/flats/?ordering=filter_price,pk&free=1",filter_price_asc,page_load,Chrome,Android,/project/pyatnitskie-luga/,https://yandex.ru/,cpc,Russia,Bashkortostan Republic,Yandex,deb76297-1665-ea11-80f7-005056b8d207,По стоимости,3f7995b6-cb53-eb11-810b-005056b8d207,project,form_ipoteka-2-99,press_family,,,,Мытищи Парк,8af60233-ea04-ed11-b824-005056b89b68,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bab98ad-25fe-4263-8de4-a391b4e40ba4,
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8becca56-2658-4193-a27e-2a2c50f42a96,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c8ef28e-2528-437d-adf9-465220608ecc,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8de886d3-0767-4fb7-a154-0d657a9940d7,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e6169c0-3133-4565-ad33-5ac812bdf391,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f1e0107-02c3-47a0-9c05-a9ace9ea187e,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f49a3c3-4259-4ab1-97e2-14f37fdc8efb,
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927bb927-b632-4fcd-acda-53059a0f1d4d,
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93f35864-08c3-4f3a-8529-e14efa4f5d5e,
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94248cae-aa45-4fc5-911d-8f85971499d8,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96083cdf-ee90-4b8d-a834-39dfad4ac31c,
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96c0f676-2be7-4cdf-a22f-a1ac79008cc1,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9733303f-ebd6-41da-aeae-ac22d7a3e687,
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99330b9e-d464-4185-9f6b-1c4fd1084406,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99b0123e-7277-4242-8804-806cc75d16e0,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99e25f2b-0758-4b5e-b36e-6fbaf5fafc52,
