report_date,client_id,target,col1,col3,col5,col25,col29,col33,col45,col47,col65,col101,col109,col121,col177,col197,col217,col229,col245,col261,col277,col285,col305,col317,col357,col365,col385,col397,col405,col425,col437,col445,col473,col493,col617,col633,col641,col661,col673,col681,col693,col701,col713,col733,col741,col761,col801,col809,col817,col825,col833,col845,col853,col865,col873,col885,col893,col905,col913,col933,col945,col953,col965,col973,col993,col1013,col1025,col1077,col1097,col1105,col1117,col1149,col1165,col1181,col1189,col1193,col1201,col1209,col1221,col1253,col1281,col1289,col1309,col1330,col1341,col1349,col1353,col1357,col1361,col1369,col1373,col1381,col1389,col1409,col1421,col1429,col1441,col1453,col1487,col1661,col1682,col1706,col1708,col1778,col1807,col1822,col1823,col1895,col1919,col1977,col1999,col2047,col2049,col2052,col2071,col2143,col2167,col2199,col2271,col2273,col2295,col2343,col2345,col2348,col2463,col2543,col2567,col2575,col2590,col2591,col2663
2022-02-01,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,6014369.67,1.0,,121858.0,2.0,,2.0,0.0,4818792.0,240.0,240.0,240.0,4818792.0,0.2562613816564786
2022-12-01,22,0,,,,,,,,,,15.0,15.0,0.25,,0.375,,,0.2027972027972027,0.5734265734265734,0.0,,3.0526315789473686,19.99,1.0,1.60431654676259,21.0,4943002.0,4771239.842105263,17777148.842105262,1396.0,562.1052631578947,59.8983,37.6171,0.8333333333333334,4781181.0,4601152.166666667,4656538.166666667,190415.0,183848.5,15620.0,15066.666666666666,25.97,0.0,,13.666666666666666,118107.0,1696032000.0,11.0,,,929483.0,929483.0,,,20.0,20.0,4647417.0,4647417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,0.0,16.0,182143.0,1.0,,,24.84,1.54,0.0,6143890.45,16.0,12.0,193677.0,1.0,,27.44,27.0,5850000.0,360.0,360.0,360.0,5300000.0,0.25820859661998
2023-01-01,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,0.0,2.0,179078.0,1.0,,,40.71,2.32,0.0,8579465.83,2.0,2.0,179078.0,1.0,,40.71,130.0,7624500.0,360.0,360.0,360.0,7292545.0,0.2584471777589903
2022-12-01,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,13618757.58,8.0,8.0,169153.0,3.0,,3.0,433.0,,,,,,0.2683644078109473
2022-12-01,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,8341214.69,10.0,9.25,249597.0,2.0,,1.5,423.0,,,,,,0.2562613816564786
2022-11-01,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,6981392.62,11.0,11.0,192539.0,1.0,,35.76,412.0,5700000.0,240.0,,240.0,7410000.0,0.2556113676384911
2023-02-01,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,1.0,18316750.5,4.0,4.0,298869.0,3.0,3.0,3.0,340.0,,,,,,0.2569190620677391
2022-09-01,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,5244644.1,10.0,10.0,183900.0,1.0,,30.02,688.0,,,,,,0.2562613816564786
2022-02-01,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,150.0,150.0,,,,0.0,0.0,0.0,,,,,,,,0.0,10370354.85,21.0,21.0,139581.0,3.0,,3.0,275.0,6698884.0,180.0,180.0,180.0,6698884.0,0.2567183659523679
2022-12-01,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7483,37.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,0.0,15954140.79,9.0,9.0,277621.0,2.0,,2.0,728.0,,,,,,0.2939887692826054
2022-02-01,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,6393292.48,13.0,12.0,156272.0,2.0,,1.5,489.0,,,,,,0.2562613816564786
2022-06-01,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,6393292.48,13.0,12.0,156272.0,2.0,,1.5,608.0,,,,,,0.2562613816564786
2022-10-01,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6664,39.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,7.0,212637.0,1.0,,,34.84,1.95,0.0,8527501.44,5.0,5.0,212637.0,1.0,,32.72,13.0,7531742.0,192.0,192.0,192.0,8284916.0,0.2570165748042274
2022-12-01,34,0,,,,,,,,,,-3.0,-3.0,,,,0.75,,0.3333333333333333,,0.0,,4.0,19.9,1.0,,21.0,3161652.0,3161652.0,19671040.0,1397.0,1397.0,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,1.0,0.0,3.0,212848.0,1.0,,,39.81,1.55,2.0,9587178.79,3.0,3.0,212848.0,1.0,,39.81,3.0,8315550.0,360.0,360.0,360.0,9147105.0,0.2576983466994116
2021-08-01,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,4409879.07,11.0,11.0,148369.0,1.0,,30.09,2.0,3416000.0,84.0,84.0,84.0,4441000.0,0.2562613816564786
2021-05-01,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,2052028.5,2.0,2.0,105000.0,1.0,,24.27,940.0,,,,,,0.2562613816564786
2022-05-01,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,14511979.96,13.0,11.5,227439.0,2.0,,2.0,150.0,11617000.0,300.0,300.0,300.0,12000000.0,0.2560610222605129
2022-11-01,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,7630164.31,11.0,11.0,220814.0,1.0,,34.6,528.0,,,,,,0.2565996261339365
2022-10-01,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,5322265.2,6.0,6.0,209758.0,1.0,,26.47,555.0,3920000.0,240.0,,240.0,4312000.0,0.2562613816564786
2022-04-01,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,3708657.41,1.0,,108300.0,1.0,,37.14,593.0,,,,,,0.2562613816564786
2023-02-01,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,3387281.76,24.0,24.0,87600.0,1.0,,42.03,2112.0,,,,,,0.2562613816564786
2022-03-01,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,5448558.0,13.0,13.0,207313.25,1.0,,26.33,397.0,9591003.32,362.0,,362.0,9591003.32,0.2574735476686629
2022-07-01,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,564345.6,20.0,20.0,216855.0,2.0,,2.0,254.0,5330000.0,242.0,,242.0,5330000.0,0.2562613816564786
2022-12-01,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,8084489.3,6.0,6.0,145232.0,2.0,,2.0,407.0,,,,,,0.2581665753739357
2022-04-01,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,5108218.84,10.0,10.0,222493.0,1.0,,38.3,739.0,,,,,,0.2562613816564786
2022-11-01,47,0,,,,,,,,,,,,,,,,,0.5,,0.0,,4.0,20.16,1.0,,26.5,4165483.0,3783976.5,32418400.0,11835.0,6352.0,59.8983,37.6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,5.181999981403351,4.74,796323.0,669194.8,-1.0,0.0357142857142857,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,0.0,8.0,151269.0,2.0,,2.0,45.52,1.99,0.0,7970564.54,8.0,8.0,151269.0,2.0,,2.0,115.0,6775538.0,360.0,360.0,360.0,6774000.0,0.258239748477008
2023-01-01,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2431,73.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,0.0,13.0,181223.0,1.0,,,38.54,0.9,0.0,6725641.43,13.0,13.0,181223.0,1.0,,38.54,62.0,,360.0,360.0,360.0,5780000.0,0.2551071103833721
2023-02-01,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,4348388.8,14.0,14.0,175675.0,1.0,,25.83,794.0,,,,,,0.2634297521365618
2022-11-01,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,15000000.0,,,0.0,0.0,0.0,,,,,,,,0.0,100000.0,23.0,23.0,214460.0,4.0,,4.0,473.0,,,,,,0.2605339674028874
2022-08-01,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7483,37.6171,,38300630.0,38300632.0,39000916.0,380722.0,380722.0,112173.0,112173.0,100.6,4.0,4.0,22.0,64739.0,1680220800.0,24.0,,,,,,,,,,,,,,,,,,,26.6,6756014.0,4726347.676470588,-2.0,0.0192307692307692,2.0,5.4,4.630434803340746,4.5,963180.0,875849.5652173914,-1.0,0.0555555555555555,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,27582087.49,20.0,20.0,292395.0,4.0,,4.0,407.0,,,,,,0.2572174233749946
2022-09-01,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,4996874.61,7.0,7.0,142646.0,1.0,,35.53,0.0,4196874.0,360.0,,360.0,5455936.0,0.2562613816564786
2021-10-01,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,3787050.21,8.0,8.0,161001.0,1.0,,25.01,403.0,,,,,,0.2562613816564786
2021-08-01,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,3333405.9,6.0,6.0,151973.0,1.0,,22.0,53.0,1739000.0,120.0,120.0,120.0,1739000.0,0.2562613816564786
2023-02-01,55,0,,,,,,,,,0.1428571428571428,75.0,75.0,0.0526315789473684,,,,,0.1428571428571428,0.1428571428571428,4.0,3.4285714285714284,4.0,71.1,14.0,2.857142857142857,18.285714285714285,25039038.0,16331768.857142856,32887801.14285714,13857.0,2064.0,55.7483,37.6171,0.1666666666666666,27022996.0,26424574.0,27124857.0,363237.0,353739.5,123924.0,121437.0,78.5,4.0,3.5,14.0,161497.0,1735603200.0,14.0,,,,,,,30.0,30.0,26132272.0,,25607848.0,14132271.0,13607848.0,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,1.0,0.0,14.0,326405.0,4.0,,4.0,77.8,,0.0,20869302.15,14.0,14.0,326405.0,4.0,,4.0,62.0,17780000.0,360.0,360.0,360.0,17780000.0,0.3200798164512687
2022-05-01,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,7745838.46,14.0,11.0,156476.0,2.0,,2.0,367.0,6592462.0,120.0,,120.0,6808079.0,0.2570165748042274
2022-04-01,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,6719402.08,3.0,3.0,192834.0,1.0,,37.05,514.0,,,,,,0.2562613816564786
2023-01-01,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,4403271.62,9.0,9.0,190358.0,1.0,,21.75,428.0,3516000.0,360.0,,360.0,4571000.0,0.2567636136834121
2022-04-01,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,17567969.62,21.0,17.285714285714285,224324.1,3.0,,1.8571428571428568,577.0,,,,,,0.2556113676384911
2022-05-01,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,9291831.18,12.0,12.0,173741.0,2.0,,2.0,198.0,7126000.0,362.0,362.0,362.0,8426164.0,0.2635199497628909
2021-02-01,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,7536461.39,8.0,8.0,106108.0,3.0,,3.0,73.0,,,,,,0.256437301200215
2021-08-01,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,3071160.0,6.0,3.083333333333333,99500.0,1.0,,35.92,961.0,,,,,,0.2569190620677391
2021-08-01,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,5591968.02,8.0,8.0,188277.0,1.0,,30.36,248.0,,,,,,0.2562613816564786
2022-07-01,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,5591968.02,8.0,8.0,188277.0,1.0,,30.36,577.0,,,,,,0.2562613816564786
2022-02-01,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,7864977.09,10.0,10.0,253684.06,2.0,,2.0,157.0,,,,,,0.2697219875066544
2023-01-01,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,6080221.84,14.0,8.0,267424.0,1.0,,23.99,298.0,5300000.0,300.0,270.0,270.0,5300000.0,0.257688171751113
2022-07-01,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,9777118.41,10.0,8.5,165339.0,2.0,,2.0,191.0,9902100.0,362.0,362.0,362.0,9902100.0,0.2615879753766928
2022-01-01,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,6592937.02,5.0,5.0,245352.0,1.0,,25.83,17.0,5102936.0,362.0,362.0,362.0,6633000.0,0.2569190620677391
2022-06-01,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,4052843.1,10.0,10.0,174242.0,1.0,,22.73,160.0,2650000.0,108.0,108.0,108.0,,0.2562613816564786
2022-08-01,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,11.0,188594.0,1.0,,,23.13,1.13,0.0,4352179.22,11.0,11.0,188594.0,1.0,,23.13,125.0,3000000.0,168.0,168.0,168.0,3000000.0,0.2562613816564786
2023-02-01,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,5056542.9,1.0,,156710.0,1.0,,33.63,410.0,,,,,,0.2562613816564786
2022-02-01,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,6344190.68,6.0,6.0,182767.0,1.0,,35.51,219.0,2560970.0,240.0,240.0,240.0,2560970.0,0.2562613816564786
2022-05-01,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,6344190.68,6.0,6.0,182767.0,1.0,,35.51,310.0,2560970.0,240.0,240.0,240.0,2560970.0,0.2562613816564786
